Zeit: 20.30°C; rel. Luftfeuchtigkeit: 54.00%
Zeit:  5250 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 57.00%
Zeit:  5252 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 57.00%
Zeit:  5254 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 57.00%
Zeit:  5256 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 57.00%
Zeit:  5258 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 57.00%
Zeit:  5260 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 57.00%
Zeit:  5262 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 57.00%
Zeit:  5264 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5266 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 57.00%
Zeit:  5268 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 57.00%
Zeit:  5270 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5272 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5274 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5276 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5278 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5280 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5282 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5285 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5287 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 57.00%
Zeit:  5289 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5291 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5293 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5295 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5297 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5299 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5301 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5303 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5305 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5307 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5309 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 57.00%
Zeit:  5311 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5313 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5315 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5317 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5319 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5321 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5323 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 57.00%
Zeit:  5325 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5327 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 57.00%
Zeit:  5329 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 57.00%
Zeit:  5331 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 57.00%
Zeit:  5333 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5335 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5337 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 57.00%
Zeit:  5339 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5341 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5343 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5345 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5347 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5349 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 57.00%
Zeit:  5351 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5353 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5355 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5357 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 57.00%
Zeit:  5359 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5361 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5364 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5366 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 57.00%
Zeit:  5368 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5370 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5372 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5374 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5376 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5378 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5380 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5382 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5384 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5386 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5388 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5390 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5392 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5394 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5396 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5398 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5400 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5402 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5404 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5406 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5408 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5410 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5412 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5414 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5416 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5418 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5420 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5422 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5424 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5426 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5428 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5430 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5432 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5434 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5436 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5438 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5440 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5443 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5445 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5447 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5449 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5451 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5453 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5455 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5457 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5459 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5461 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5463 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5465 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5467 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5469 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5471 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5473 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5475 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5477 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5479 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5481 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5483 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5485 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5487 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5489 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5491 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5493 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5495 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5497 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5499 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5501 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5503 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5505 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5507 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5509 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5511 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5513 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5515 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5517 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5519 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5522 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5524 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5526 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5528 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5530 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5532 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5534 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5536 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5538 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5540 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5542 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5544 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5546 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5548 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5550 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5552 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5554 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5556 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5558 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5560 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5562 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5564 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5566 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5568 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5570 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5572 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5574 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5576 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5578 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5580 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5582 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5584 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5586 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5588 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5590 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5592 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5594 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5596 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5598 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5601 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5603 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5605 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5607 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5609 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5611 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5613 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5615 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5617 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5619 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5621 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5623 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5625 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5627 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5629 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5631 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5633 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5635 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5637 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5639 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5641 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5643 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5645 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5647 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5649 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5651 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5653 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5655 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5657 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5659 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5661 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5663 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5665 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5667 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5669 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5671 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5673 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5675 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5677 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5680 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5682 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5684 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5686 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5688 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5690 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 58.00%
Zeit:  5692 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5694 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5696 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5698 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5700 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5702 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5704 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5706 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5708 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5710 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5712 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5714 s; Temperatur: 22.80°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5716 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5718 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 60.00%
Zeit:  5720 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5722 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 60.00%
Zeit:  5724 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 60.00%
Zeit:  5726 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5728 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5730 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 60.00%
Zeit:  5732 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5734 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5736 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5738 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5740 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5742 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5744 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5746 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5748 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5750 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5752 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5754 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5756 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5759 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5761 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5763 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5765 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5767 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5769 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5771 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5773 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5775 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5777 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5779 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5781 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5783 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5785 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5787 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5789 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5791 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5793 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5795 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5797 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 60.00%
Zeit:  5799 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5801 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 59.00%
Zeit:  5803 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 60.00%
Zeit:  5805 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 60.00%
Zeit:  5807 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 60.00%
Zeit:  5809 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 60.00%
Zeit:  5811 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 60.00%
Zeit:  5813 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 60.00%
Zeit:  5815 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 60.00%
Zeit:  5817 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 60.00%
Zeit:  5819 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 60.00%
Zeit:  5821 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 60.00%
Zeit:  5823 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 60.00%
Zeit:  5825 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 60.00%
Zeit:  5827 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 60.00%
Zeit:  5829 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 60.00%
Zeit:  5831 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 60.00%
Zeit:  5833 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 60.00%
Zeit:  5835 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 60.00%
Zeit:  5838 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 60.00%
Zeit:  5840 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 60.00%
Zeit:  5842 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 60.00%
Zeit:  5844 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 60.00%
Zeit:  5846 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 60.00%
Zeit:  5848 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 60.00%
Zeit:  5850 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 60.00%
Zeit:  5852 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 60.00%
Zeit:  5854 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 60.00%
Zeit:  5856 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 60.00%
Zeit:  5858 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 60.00%
Zeit:  5860 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 60.00%
Zeit:  5862 s; Temperatur: 22.70°C; rel. Luftfeuchtigkeit: 60.00%
